Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus",,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Stappia",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Stappia",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Stappia",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Starkeya",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Starkeya",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella",,,
Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter",,,
Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter",,,
Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Stenotrophomonas",,,
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Stenoxybacter",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Nevskiaceae;Steroidobacter",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Nevskiaceae;Steroidobacter",,,
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Sterolibacterium",,,
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Archangiaceae;Stigmatella",,,
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Archangiaceae;Stigmatella",,,
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Archangiaceae;Stigmatella",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Stomatobaculum",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Streptoalloteichus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Streptoalloteichus",,,
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus",,,
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus",,,
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus",,
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus",,,
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Streptohalobacillus",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangineae;Nocardiopsaceae;Streptomonospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces",,,
